Entry,Message,SignTime_uS
8473,"t=22.83,h=35.39,p=1008.56",46322
8474,"t=22.84,h=35.41,p=1008.58",46313
8475,"t=22.84,h=35.41,p=1008.58",46318
8476,"t=22.84,h=35.39,p=1008.55",46322
8477,"t=22.84,h=35.39,p=1008.55",46310
8478,"t=22.84,h=35.40,p=1008.56",46320
8479,"t=22.84,h=35.40,p=1008.56",46311
8480,"t=22.83,h=35.40,p=1008.54",46330
8481,"t=22.83,h=35.40,p=1008.54",46312
8482,"t=22.84,h=35.38,p=1008.55",46322
8483,"t=22.84,h=35.38,p=1008.55",46317
8484,"t=22.83,h=35.40,p=1008.54",46325
8485,"t=22.83,h=35.40,p=1008.54",46312
8486,"t=22.83,h=35.40,p=1008.55",46308
8487,"t=22.83,h=35.40,p=1008.55",46309
8488,"t=22.84,h=35.39,p=1008.58",46361
8489,"t=22.84,h=35.39,p=1008.58",46313
8490,"t=22.83,h=35.39,p=1008.55",46315
8491,"t=22.83,h=35.39,p=1008.55",46310
8492,"t=22.84,h=35.39,p=1008.55",46319
8493,"t=22.84,h=35.39,p=1008.55",46319
8494,"t=22.83,h=35.39,p=1008.55",46315
8495,"t=22.83,h=35.39,p=1008.55",46311
8496,"t=22.84,h=35.39,p=1008.54",46314
8497,"t=22.84,h=35.39,p=1008.54",46309
8498,"t=22.84,h=35.39,p=1008.56",46314
8499,"t=22.84,h=35.39,p=1008.56",46329
8500,"t=22.84,h=35.39,p=1008.54",46317
8501,"t=22.84,h=35.39,p=1008.54",46316
8502,"t=22.84,h=35.39,p=1008.54",46323
8503,"t=22.84,h=35.36,p=1008.57",46316
8504,"t=22.84,h=35.36,p=1008.57",46309
8505,"t=22.84,h=35.38,p=1008.59",46316
8506,"t=22.84,h=35.38,p=1008.59",46319
8507,"t=22.84,h=35.38,p=1008.58",46307
8508,"t=22.84,h=35.38,p=1008.58",46321
8509,"t=22.84,h=35.36,p=1008.57",46310
8510,"t=22.84,h=35.36,p=1008.57",46314
8511,"t=22.84,h=35.38,p=1008.57",46311
8512,"t=22.84,h=35.38,p=1008.57",46322
8513,"t=22.84,h=35.38,p=1008.57",46307
8514,"t=22.84,h=35.38,p=1008.57",46309
8515,"t=22.83,h=35.38,p=1008.57",46317
8516,"t=22.83,h=35.38,p=1008.57",46319
8517,"t=22.84,h=35.38,p=1008.55",46330
8518,"t=22.84,h=35.38,p=1008.55",46314
8519,"t=22.84,h=35.36,p=1008.61",46312
8520,"t=22.84,h=35.36,p=1008.61",46323
8521,"t=22.84,h=35.36,p=1008.58",46320
8522,"t=22.84,h=35.36,p=1008.58",46318
8523,"t=22.84,h=35.35,p=1008.55",46310
8524,"t=22.84,h=35.35,p=1008.55",46323
8525,"t=22.84,h=35.36,p=1008.55",46318
8526,"t=22.84,h=35.36,p=1008.55",46317
8527,"t=22.83,h=35.35,p=1008.54",46308
8528,"t=22.83,h=35.35,p=1008.54",46320
8529,"t=22.84,h=35.36,p=1008.58",46310
8530,"t=22.84,h=35.36,p=1008.58",46321
8531,"t=22.80,h=35.36,p=1008.50",46308
8532,"t=22.80,h=35.36,p=1008.50",46307
8533,"t=22.84,h=35.35,p=1008.59",46320
8534,"t=22.84,h=35.35,p=1008.59",46317
8535,"t=22.83,h=35.36,p=1008.55",46314
8536,"t=22.83,h=35.36,p=1008.55",46310
8537,"t=22.84,h=35.35,p=1008.57",46317
8538,"t=22.84,h=35.35,p=1008.57",46322
8539,"t=22.84,h=35.35,p=1008.58",46313
8540,"t=22.84,h=35.35,p=1008.58",46309
8541,"t=22.84,h=35.35,p=1008.56",46314
8542,"t=22.84,h=35.35,p=1008.56",46321
8543,"t=22.83,h=35.36,p=1008.57",46308
8544,"t=22.83,h=35.36,p=1008.57",46308
8545,"t=22.84,h=35.36,p=1008.56",46311
8546,"t=22.84,h=35.36,p=1008.56",46312
8547,"t=22.83,h=35.36,p=1008.55",46322
8548,"t=22.83,h=35.36,p=1008.55",46316
8549,"t=22.83,h=35.36,p=1008.53",46324
8550,"t=22.83,h=35.36,p=1008.53",46332
8551,"t=22.83,h=35.36,p=1008.53",46324
8552,"t=22.83,h=35.38,p=1008.53",46312
8553,"t=22.83,h=35.38,p=1008.53",46318
8554,"t=22.84,h=35.35,p=1008.55",46314
8555,"t=22.84,h=35.35,p=1008.55",46327
8556,"t=22.84,h=35.39,p=1008.55",46315
8557,"t=22.84,h=35.39,p=1008.55",46323
8558,"t=22.84,h=35.36,p=1008.58",46314
8559,"t=22.84,h=35.36,p=1008.58",46311
8560,"t=22.84,h=35.36,p=1008.59",46326
8561,"t=22.84,h=35.36,p=1008.59",46356
8562,"t=22.84,h=35.35,p=1008.59",46322
8563,"t=22.84,h=35.35,p=1008.59",46308
8564,"t=22.84,h=35.39,p=1008.58",46325
8565,"t=22.84,h=35.39,p=1008.58",46313
8566,"t=22.83,h=35.36,p=1008.56",46316
8567,"t=22.83,h=35.36,p=1008.56",46309
8568,"t=22.83,h=35.36,p=1008.55",46320
8569,"t=22.83,h=35.36,p=1008.55",46313
8570,"t=22.83,h=35.37,p=1008.55",46320
8571,"t=22.83,h=35.37,p=1008.55",46313
8572,"t=22.84,h=35.39,p=1008.57",46323
8573,"t=22.84,h=35.39,p=1008.57",46314
8574,"t=22.84,h=35.38,p=1008.58",46314
8575,"t=22.84,h=35.38,p=1008.58",46318
8576,"t=22.84,h=35.38,p=1008.57",46320
8577,"t=22.84,h=35.38,p=1008.57",46319
8578,"t=22.84,h=35.36,p=1008.56",46312
8579,"t=22.84,h=35.36,p=1008.56",46326
8580,"t=22.84,h=35.39,p=1008.56",46318
8581,"t=22.84,h=35.39,p=1008.56",46328
8582,"t=22.84,h=35.35,p=1008.55",46317
8583,"t=22.84,h=35.35,p=1008.55",46329
8584,"t=22.84,h=35.39,p=1008.58",46329
8585,"t=22.84,h=35.39,p=1008.58",46314
8586,"t=22.83,h=35.40,p=1008.55",46326
8587,"t=22.83,h=35.40,p=1008.55",46320
8588,"t=22.83,h=35.40,p=1008.54",46324
8589,"t=22.83,h=35.40,p=1008.54",46318
8590,"t=22.84,h=35.39,p=1008.56",46326
8591,"t=22.84,h=35.39,p=1008.56",46363
8592,"t=22.84,h=35.40,p=1008.57",46326
8593,"t=22.84,h=35.40,p=1008.57",46317
8594,"t=22.84,h=35.41,p=1008.58",46311
8595,"t=22.84,h=35.41,p=1008.58",46313
8596,"t=22.84,h=35.42,p=1008.58",46348
8597,"t=22.84,h=35.42,p=1008.58",46367
8598,"t=22.84,h=35.42,p=1008.56",46318
8599,"t=22.84,h=35.42,p=1008.56",46315
8600,"t=22.84,h=35.43,p=1008.56",46325
8601,"t=22.84,h=35.43,p=1008.56",46326
8602,"t=22.84,h=35.43,p=1008.56",46313
8603,"t=22.84,h=35.43,p=1008.56",46323
8604,"t=22.84,h=35.43,p=1008.56",46313
8605,"t=22.84,h=35.41,p=1008.58",46323
8606,"t=22.84,h=35.41,p=1008.58",46326
8607,"t=22.83,h=35.44,p=1008.57",46322
8608,"t=22.83,h=35.44,p=1008.57",46326
8609,"t=22.83,h=35.42,p=1008.58",46322
8610,"t=22.83,h=35.42,p=1008.58",46310
8611,"t=22.84,h=35.43,p=1008.56",46313
8612,"t=22.84,h=35.43,p=1008.56",46315
8613,"t=22.84,h=35.42,p=1008.56",46322
8614,"t=22.84,h=35.42,p=1008.56",46308
8615,"t=22.84,h=35.44,p=1008.58",46314
8616,"t=22.84,h=35.44,p=1008.58",46307
8617,"t=22.84,h=35.44,p=1008.58",46319
8618,"t=22.84,h=35.44,p=1008.58",46318
8619,"t=22.84,h=35.46,p=1008.57",46317
8620,"t=22.84,h=35.46,p=1008.57",46323
8621,"t=22.83,h=35.44,p=1008.56",46314
8622,"t=22.83,h=35.44,p=1008.56",46318
8623,"t=22.83,h=35.44,p=1008.55",46316
8624,"t=22.83,h=35.44,p=1008.55",46330
8625,"t=22.84,h=35.43,p=1008.58",46314
8626,"t=22.84,h=35.43,p=1008.58",46355
8627,"t=22.83,h=35.44,p=1008.54",46306
8628,"t=22.83,h=35.44,p=1008.54",46318
8629,"t=22.83,h=35.44,p=1008.57",46322
8630,"t=22.83,h=35.44,p=1008.57",46325
8631,"t=22.83,h=35.44,p=1008.58",46312
8632,"t=22.83,h=35.44,p=1008.58",46361
8633,"t=22.84,h=35.44,p=1008.58",46316
8634,"t=22.84,h=35.44,p=1008.58",46313
8635,"t=22.84,h=35.44,p=1008.60",46316
8636,"t=22.84,h=35.44,p=1008.60",46311
8637,"t=22.84,h=35.44,p=1008.59",46324
8638,"t=22.84,h=35.44,p=1008.59",46317
8639,"t=22.84,h=35.45,p=1008.59",46322
8640,"t=22.84,h=35.45,p=1008.59",46314
8641,"t=22.84,h=35.44,p=1008.56",46322
8642,"t=22.84,h=35.44,p=1008.56",46309
8643,"t=22.84,h=35.44,p=1008.57",46320
8644,"t=22.84,h=35.44,p=1008.57",46329
8645,"t=22.84,h=35.43,p=1008.55",46311
8646,"t=22.84,h=35.43,p=1008.55",46329
8647,"t=22.84,h=35.43,p=1008.55",46312
8648,"t=22.84,h=35.43,p=1008.55",46327
8649,"t=22.83,h=35.43,p=1008.55",46312
8650,"t=22.83,h=35.43,p=1008.55",46323
8651,"t=22.83,h=35.42,p=1008.58",46322
8652,"t=22.83,h=35.42,p=1008.58",46323
8653,"t=22.83,h=35.42,p=1008.58",46316
8654,"t=22.83,h=35.42,p=1008.58",46322
8655,"t=22.83,h=35.42,p=1008.58",46316
8656,"t=22.83,h=35.43,p=1008.58",46319
8657,"t=22.83,h=35.43,p=1008.58",46308
8658,"t=22.84,h=35.42,p=1008.58",46349
8659,"t=22.84,h=35.42,p=1008.58",46319
8660,"t=22.84,h=35.42,p=1008.57",46307
8661,"t=22.84,h=35.42,p=1008.57",46310
8662,"t=22.83,h=35.43,p=1008.57",46359
8663,"t=22.83,h=35.43,p=1008.57",46321
8664,"t=22.83,h=35.44,p=1008.57",46328
8665,"t=22.83,h=35.44,p=1008.57",46336
8666,"t=22.84,h=35.42,p=1008.59",46308
8667,"t=22.84,h=35.42,p=1008.59",46319
8668,"t=22.84,h=35.43,p=1008.59",46314
8669,"t=22.84,h=35.43,p=1008.59",46323
8670,"t=22.84,h=35.44,p=1008.58",46314
8671,"t=22.84,h=35.44,p=1008.58",46323
8672,"t=22.84,h=35.43,p=1008.58",46313
8673,"t=22.84,h=35.43,p=1008.58",46308
8674,"t=22.83,h=35.44,p=1008.59",46330
8675,"t=22.83,h=35.44,p=1008.59",46315
8676,"t=22.84,h=35.42,p=1008.60",46323
8677,"t=22.84,h=35.42,p=1008.60",46312
8678,"t=22.84,h=35.44,p=1008.60",46318
8679,"t=22.84,h=35.44,p=1008.60",46313
8680,"t=22.84,h=35.40,p=1008.57",46325
8681,"t=22.84,h=35.40,p=1008.57",46324
8682,"t=22.84,h=35.44,p=1008.58",46319
8683,"t=22.84,h=35.44,p=1008.58",46311
8684,"t=22.83,h=35.42,p=1008.54",46321
8685,"t=22.83,h=35.42,p=1008.54",46312
8686,"t=22.83,h=35.42,p=1008.55",46318
8687,"t=22.83,h=35.42,p=1008.55",46312
8688,"t=22.83,h=35.42,p=1008.59",46311
8689,"t=22.83,h=35.42,p=1008.59",46324
8690,"t=22.83,h=35.42,p=1008.57",46313
8691,"t=22.83,h=35.42,p=1008.57",46320
8692,"t=22.83,h=35.42,p=1008.55",46312
8693,"t=22.83,h=35.42,p=1008.55",46319
8694,"t=22.83,h=35.42,p=1008.59",46330
8695,"t=22.83,h=35.42,p=1008.59",46310
8696,"t=22.83,h=35.42,p=1008.57",46313
8697,"t=22.83,h=35.42,p=1008.57",46320
8698,"t=22.84,h=35.42,p=1008.60",46314
8699,"t=22.84,h=35.42,p=1008.60",46330
8700,"t=22.83,h=35.42,p=1008.57",46312
8701,"t=22.83,h=35.42,p=1008.57",46316
8702,"t=22.83,h=35.42,p=1008.57",46321
8703,"t=22.84,h=35.44,p=1008.59",46316
8704,"t=22.84,h=35.44,p=1008.59",46323
8705,"t=22.83,h=35.42,p=1008.56",46306
8706,"t=22.83,h=35.42,p=1008.56",46319
8707,"t=22.84,h=35.41,p=1008.60",46319
8708,"t=22.84,h=35.41,p=1008.60",46326
8709,"t=22.84,h=35.41,p=1008.58",46321
8710,"t=22.84,h=35.41,p=1008.58",46317
8711,"t=22.84,h=35.41,p=1008.56",46311
8712,"t=22.84,h=35.41,p=1008.56",46324
8713,"t=22.84,h=35.39,p=1008.57",46324
8714,"t=22.84,h=35.39,p=1008.57",46313
8715,"t=22.84,h=35.42,p=1008.56",46321
8716,"t=22.84,h=35.42,p=1008.56",46309
8717,"t=22.84,h=35.40,p=1008.57",46330
8718,"t=22.84,h=35.40,p=1008.57",46326
8719,"t=22.84,h=35.41,p=1008.57",46304
8720,"t=22.84,h=35.41,p=1008.57",46308
8721,"t=22.84,h=35.43,p=1008.55",46320
8722,"t=22.84,h=35.43,p=1008.55",46318
8723,"t=22.83,h=35.41,p=1008.55",46319
8724,"t=22.83,h=35.41,p=1008.55",46326
8725,"t=22.83,h=35.40,p=1008.53",46308
8726,"t=22.83,h=35.40,p=1008.53",46312
8727,"t=22.84,h=35.41,p=1008.53",46316
8728,"t=22.84,h=35.41,p=1008.53",46315
8729,"t=22.83,h=35.41,p=1008.56",46310
8730,"t=22.83,h=35.41,p=1008.56",46321
8731,"t=22.84,h=35.42,p=1008.56",46323
8732,"t=22.84,h=35.42,p=1008.56",46319
8733,"t=22.83,h=35.42,p=1008.54",46317
8734,"t=22.83,h=35.42,p=1008.54",46323
8735,"t=22.84,h=35.41,p=1008.56",46310
8736,"t=22.84,h=35.41,p=1008.56",46323
8737,"t=22.84,h=35.41,p=1008.55",46312
8738,"t=22.84,h=35.41,p=1008.55",46327
8739,"t=22.84,h=35.41,p=1008.55",46314
8740,"t=22.84,h=35.41,p=1008.55",46325
8741,"t=22.84,h=35.41,p=1008.57",46309
8742,"t=22.84,h=35.41,p=1008.57",46317
8743,"t=22.84,h=35.40,p=1008.56",46308
8744,"t=22.84,h=35.40,p=1008.56",46311
8745,"t=22.84,h=35.40,p=1008.58",46317
8746,"t=22.84,h=35.40,p=1008.58",46311
8747,"t=22.84,h=35.40,p=1008.58",46322
8748,"t=22.84,h=35.40,p=1008.58",46310
8749,"t=22.83,h=35.40,p=1008.55",46320
8750,"t=22.83,h=35.40,p=1008.55",46309
8751,"t=22.83,h=35.40,p=1008.55",46316
8752,"t=22.84,h=35.40,p=1008.58",46312
8753,"t=22.84,h=35.40,p=1008.58",46316
8754,"t=22.84,h=35.42,p=1008.57",46323
8755,"t=22.84,h=35.42,p=1008.57",46300
8756,"t=22.84,h=35.41,p=1008.54",46313
8757,"t=22.84,h=35.41,p=1008.54",46308
8758,"t=22.84,h=35.41,p=1008.56",46330
8759,"t=22.84,h=35.41,p=1008.56",46347
8760,"t=22.84,h=35.40,p=1008.57",46329
8761,"t=22.84,h=35.40,p=1008.57",46319
8762,"t=22.83,h=35.41,p=1008.56",46324
8763,"t=22.83,h=35.41,p=1008.56",46325
8764,"t=22.83,h=35.40,p=1008.57",46314
8765,"t=22.83,h=35.40,p=1008.57",46310
8766,"t=22.83,h=35.40,p=1008.55",46306
8767,"t=22.83,h=35.40,p=1008.55",46312
8768,"t=22.84,h=35.40,p=1008.59",46326
8769,"t=22.84,h=35.40,p=1008.59",46314
8770,"t=22.83,h=35.41,p=1008.57",46305
8771,"t=22.83,h=35.41,p=1008.57",46309
8772,"t=22.84,h=35.39,p=1008.57",46328
8773,"t=22.84,h=35.39,p=1008.57",46310
8774,"t=22.84,h=35.38,p=1008.58",46314
8775,"t=22.84,h=35.38,p=1008.58",46317
8776,"t=22.84,h=35.40,p=1008.56",46316
8777,"t=22.84,h=35.40,p=1008.56",46317
8778,"t=22.84,h=35.41,p=1008.57",46309
8779,"t=22.84,h=35.41,p=1008.57",46319
8780,"t=22.83,h=35.40,p=1008.55",46309
8781,"t=22.83,h=35.40,p=1008.55",46325
8782,"t=22.84,h=35.39,p=1008.58",46322
8783,"t=22.84,h=35.39,p=1008.58",46316
8784,"t=22.83,h=35.39,p=1008.54",46307
8785,"t=22.83,h=35.39,p=1008.54",46305
8786,"t=22.84,h=35.39,p=1008.56",46325
8787,"t=22.84,h=35.39,p=1008.56",46323
8788,"t=22.83,h=35.39,p=1008.56",46325
8789,"t=22.83,h=35.39,p=1008.56",46320
8790,"t=22.83,h=35.39,p=1008.56",46322
8791,"t=22.83,h=35.39,p=1008.56",46309
8792,"t=22.84,h=35.38,p=1008.56",46317
8793,"t=22.84,h=35.38,p=1008.56",46310
8794,"t=22.84,h=35.38,p=1008.54",46327
8795,"t=22.84,h=35.38,p=1008.54",46323
8796,"t=22.83,h=35.39,p=1008.52",46306
8797,"t=22.83,h=35.39,p=1008.52",46307
8798,"t=22.84,h=35.39,p=1008.55",46322
8799,"t=22.84,h=35.39,p=1008.55",46320
8800,"t=22.84,h=35.39,p=1008.55",46314
8801,"t=22.84,h=35.38,p=1008.55",46327
8802,"t=22.84,h=35.38,p=1008.55",46318
8803,"t=22.83,h=35.36,p=1008.56",46319
8804,"t=22.83,h=35.36,p=1008.56",46306
8805,"t=22.83,h=35.36,p=1008.55",46326
8806,"t=22.83,h=35.36,p=1008.55",46321
8807,"t=22.83,h=35.34,p=1008.56",46308
8808,"t=22.83,h=35.34,p=1008.56",46315
8809,"t=22.84,h=35.36,p=1008.59",46320
8810,"t=22.84,h=35.36,p=1008.59",46312
8811,"t=22.83,h=35.38,p=1008.56",46324
8812,"t=22.83,h=35.38,p=1008.56",46318
8813,"t=22.84,h=35.39,p=1008.57",46320
8814,"t=22.84,h=35.39,p=1008.57",46317
8815,"t=22.84,h=35.38,p=1008.57",46313
8816,"t=22.84,h=35.38,p=1008.57",46322
8817,"t=22.84,h=35.38,p=1008.53",46314
8818,"t=22.84,h=35.38,p=1008.53",46325
8819,"t=22.84,h=35.36,p=1008.56",46316
8820,"t=22.84,h=35.36,p=1008.56",46323
8821,"t=22.83,h=35.38,p=1008.55",46313
8822,"t=22.83,h=35.38,p=1008.55",46329
8823,"t=22.84,h=35.38,p=1008.58",46306
8824,"t=22.84,h=35.38,p=1008.58",46323
8825,"t=22.84,h=35.39,p=1008.54",46314
8826,"t=22.84,h=35.39,p=1008.54",46323
8827,"t=22.83,h=35.36,p=1008.56",46325
8828,"t=22.83,h=35.36,p=1008.56",46335
8829,"t=22.84,h=35.34,p=1008.55",46320
8830,"t=22.84,h=35.34,p=1008.55",46318
8831,"t=22.84,h=35.34,p=1008.55",46321
8832,"t=22.84,h=35.34,p=1008.55",46310
8833,"t=22.84,h=35.35,p=1008.53",46318
8834,"t=22.84,h=35.35,p=1008.53",46310
8835,"t=22.84,h=35.35,p=1008.55",46321
8836,"t=22.84,h=35.35,p=1008.55",46330
8837,"t=22.83,h=35.35,p=1008.53",46301
8838,"t=22.83,h=35.35,p=1008.53",46310
8839,"t=22.83,h=35.36,p=1008.53",46323
8840,"t=22.83,h=35.36,p=1008.53",46321
8841,"t=22.83,h=35.35,p=1008.56",46318
8842,"t=22.83,h=35.35,p=1008.56",46311
8843,"t=22.84,h=35.36,p=1008.56",46313
8844,"t=22.84,h=35.36,p=1008.56",46322
8845,"t=22.83,h=35.36,p=1008.55",46311
8846,"t=22.83,h=35.36,p=1008.55",46309
8847,"t=22.84,h=35.36,p=1008.57",46319
8848,"t=22.84,h=35.36,p=1008.57",46310
8849,"t=22.84,h=35.36,p=1008.56",46314
8850,"t=22.84,h=35.36,p=1008.56",46322
8851,"t=22.84,h=35.36,p=1008.56",46316
8852,"t=22.84,h=35.35,p=1008.55",46312
8853,"t=22.84,h=35.35,p=1008.55",46317
8854,"t=22.84,h=35.36,p=1008.53",46318
8855,"t=22.84,h=35.36,p=1008.53",46309
8856,"t=22.83,h=35.39,p=1008.55",46311
8857,"t=22.83,h=35.39,p=1008.55",46309
8858,"t=22.84,h=35.39,p=1008.57",46311
8859,"t=22.84,h=35.39,p=1008.57",46309
8860,"t=22.84,h=35.38,p=1008.55",46320
8861,"t=22.84,h=35.38,p=1008.55",46326
8862,"t=22.84,h=35.39,p=1008.55",46315
8863,"t=22.84,h=35.39,p=1008.55",46319
8864,"t=22.84,h=35.38,p=1008.54",46322
8865,"t=22.84,h=35.38,p=1008.54",46323
8866,"t=22.84,h=35.35,p=1008.55",46316
8867,"t=22.84,h=35.35,p=1008.55",46326
8868,"t=22.84,h=35.39,p=1008.53",46310
8869,"t=22.84,h=35.39,p=1008.53",46319
8870,"t=22.83,h=35.38,p=1008.52",46310
8871,"t=22.83,h=35.38,p=1008.52",46314
8872,"t=22.84,h=35.39,p=1008.53",46319
8873,"t=22.84,h=35.39,p=1008.53",46315
8874,"t=22.84,h=35.38,p=1008.54",46326
8875,"t=22.84,h=35.38,p=1008.54",46328
8876,"t=22.84,h=35.38,p=1008.59",46323
8877,"t=22.84,h=35.38,p=1008.59",46311
8878,"t=22.84,h=35.36,p=1008.54",46322
8879,"t=22.84,h=35.36,p=1008.54",46309
8880,"t=22.83,h=35.38,p=1008.55",46325
8881,"t=22.83,h=35.38,p=1008.55",46320
8882,"t=22.84,h=35.36,p=1008.58",46319
8883,"t=22.84,h=35.36,p=1008.58",46319
8884,"t=22.84,h=35.39,p=1008.57",46356
8885,"t=22.84,h=35.39,p=1008.57",46326
8886,"t=22.84,h=35.36,p=1008.57",46315
8887,"t=22.84,h=35.36,p=1008.57",46320
8888,"t=22.84,h=35.36,p=1008.57",46327
8889,"t=22.84,h=35.36,p=1008.57",46310
8890,"t=22.84,h=35.36,p=1008.58",46312
8891,"t=22.84,h=35.36,p=1008.58",46321
8892,"t=22.84,h=35.36,p=1008.57",46324
8893,"t=22.84,h=35.36,p=1008.57",46315
8894,"t=22.84,h=35.36,p=1008.54",46321
8895,"t=22.84,h=35.36,p=1008.54",46318
8896,"t=22.84,h=35.36,p=1008.57",46311
8897,"t=22.84,h=35.36,p=1008.57",46320
8898,"t=22.83,h=35.36,p=1008.58",46314
8899,"t=22.83,h=35.36,p=1008.58",46310
8900,"t=22.84,h=35.36,p=1008.58",46325
8901,"t=22.84,h=35.36,p=1008.58",46320
8902,"t=22.84,h=35.36,p=1008.58",46320
8903,"t=22.83,h=35.38,p=1008.57",46311
8904,"t=22.83,h=35.38,p=1008.57",46322
8905,"t=22.84,h=35.38,p=1008.58",46314
8906,"t=22.84,h=35.38,p=1008.58",46318
8907,"t=22.84,h=35.39,p=1008.56",46312
8908,"t=22.84,h=35.39,p=1008.56",46327
8909,"t=22.84,h=35.36,p=1008.57",46309
8910,"t=22.84,h=35.36,p=1008.57",46327
8911,"t=22.84,h=35.36,p=1008.55",46308
8912,"t=22.84,h=35.36,p=1008.55",46348
8913,"t=22.84,h=35.36,p=1008.55",46341
8914,"t=22.84,h=35.36,p=1008.55",46323
8915,"t=22.84,h=35.39,p=1008.55",46326
8916,"t=22.84,h=35.39,p=1008.55",46314
8917,"t=22.84,h=35.36,p=1008.56",46316
8918,"t=22.84,h=35.36,p=1008.56",46321
8919,"t=22.84,h=35.36,p=1008.58",46324
8920,"t=22.84,h=35.36,p=1008.58",46319
8921,"t=22.84,h=35.39,p=1008.56",46325
8922,"t=22.84,h=35.39,p=1008.56",46313
8923,"t=22.83,h=35.36,p=1008.54",46317
8924,"t=22.83,h=35.36,p=1008.54",46310
8925,"t=22.84,h=35.36,p=1008.54",46321
8926,"t=22.84,h=35.36,p=1008.54",46312
8927,"t=22.84,h=35.36,p=1008.57",46313
8928,"t=22.84,h=35.36,p=1008.57",46323
8929,"t=22.84,h=35.36,p=1008.55",46363
8930,"t=22.84,h=35.36,p=1008.55",46318
8931,"t=22.84,h=35.35,p=1008.57",46317
8932,"t=22.84,h=35.35,p=1008.57",46319
8933,"t=22.84,h=35.36,p=1008.55",46312
8934,"t=22.84,h=35.36,p=1008.55",46316
8935,"t=22.84,h=35.36,p=1008.57",46313
8936,"t=22.84,h=35.36,p=1008.57",46329
8937,"t=22.84,h=35.35,p=1008.54",46319
8938,"t=22.84,h=35.35,p=1008.54",46322
8939,"t=22.84,h=35.35,p=1008.56",46311
8940,"t=22.84,h=35.35,p=1008.56",46318
8941,"t=22.84,h=35.35,p=1008.56",46323
8942,"t=22.84,h=35.35,p=1008.56",46309
8943,"t=22.84,h=35.34,p=1008.57",46329
8944,"t=22.84,h=35.34,p=1008.57",46313
8945,"t=22.83,h=35.34,p=1008.57",46329
8946,"t=22.83,h=35.34,p=1008.57",46323
8947,"t=22.83,h=35.34,p=1008.55",46313
8948,"t=22.83,h=35.34,p=1008.55",46310
8949,"t=22.84,h=35.34,p=1008.57",46322
8950,"t=22.84,h=35.34,p=1008.57",46314
8951,"t=22.84,h=35.34,p=1008.57",46324
8952,"t=22.84,h=35.33,p=1008.56",46315
8953,"t=22.84,h=35.33,p=1008.56",46318
8954,"t=22.84,h=35.35,p=1008.58",46312
8955,"t=22.84,h=35.35,p=1008.58",46334
8956,"t=22.83,h=35.35,p=1008.55",46318
8957,"t=22.83,h=35.35,p=1008.55",46314
8958,"t=22.84,h=35.35,p=1008.57",46319
8959,"t=22.84,h=35.35,p=1008.57",46332
8960,"t=22.84,h=35.33,p=1008.59",46322
8961,"t=22.84,h=35.33,p=1008.59",46313
8962,"t=22.83,h=35.33,p=1008.53",46327
8963,"t=22.83,h=35.33,p=1008.53",46315
8964,"t=22.83,h=35.34,p=1008.58",46327
8965,"t=22.83,h=35.34,p=1008.58",46312
8966,"t=22.83,h=35.33,p=1008.54",46317
8967,"t=22.83,h=35.33,p=1008.54",46310
8968,"t=22.84,h=35.34,p=1008.56",46321
8969,"t=22.84,h=35.34,p=1008.56",46306
8970,"t=22.83,h=35.34,p=1008.53",46310
8971,"t=22.83,h=35.34,p=1008.53",46327
8972,"t=22.84,h=35.34,p=1008.56",46306
8973,"t=22.84,h=35.34,p=1008.56",46324
8974,"t=22.84,h=35.34,p=1008.57",46317
8975,"t=22.84,h=35.34,p=1008.57",46325
8976,"t=22.84,h=35.35,p=1008.56",46307
8977,"t=22.84,h=35.35,p=1008.56",46318
8978,"t=22.84,h=35.35,p=1008.58",46312
8979,"t=22.84,h=35.35,p=1008.58",46320
8980,"t=22.84,h=35.33,p=1008.56",46316
8981,"t=22.84,h=35.33,p=1008.56",46317
8982,"t=22.84,h=35.33,p=1008.56",46308
8983,"t=22.84,h=35.33,p=1008.56",46354
8984,"t=22.84,h=35.34,p=1008.55",46321
8985,"t=22.84,h=35.34,p=1008.55",46315
8986,"t=22.84,h=35.34,p=1008.54",46319
8987,"t=22.84,h=35.34,p=1008.54",46318
8988,"t=22.84,h=35.34,p=1008.56",46315
8989,"t=22.84,h=35.34,p=1008.56",46311
8990,"t=22.84,h=35.34,p=1008.56",46320
8991,"t=22.84,h=35.34,p=1008.56",46307
8992,"t=22.84,h=35.34,p=1008.56",46321
8993,"t=22.84,h=35.34,p=1008.56",46309
8994,"t=22.84,h=35.34,p=1008.55",46316
8995,"t=22.84,h=35.34,p=1008.55",46320
8996,"t=22.84,h=35.34,p=1008.55",46316
8997,"t=22.84,h=35.34,p=1008.55",46315
8998,"t=22.83,h=35.34,p=1008.56",46310
8999,"t=22.83,h=35.34,p=1008.56",46327
9000,"t=22.83,h=35.34,p=1008.56",46311
9001,"t=22.84,h=35.33,p=1008.56",46323
9002,"t=22.84,h=35.33,p=1008.56",46308
9003,"t=22.84,h=35.34,p=1008.57",46324
9004,"t=22.84,h=35.34,p=1008.57",46313
9005,"t=22.84,h=35.33,p=1008.58",46324
9006,"t=22.84,h=35.33,p=1008.58",46317
9007,"t=22.84,h=35.33,p=1008.58",46324
9008,"t=22.84,h=35.33,p=1008.58",46320
9009,"t=22.84,h=35.34,p=1008.55",46319
